assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
k141_14281	1071	2	ASV102.10	1071	ASV153.8	1067	1000	true	true
k141_1429	1132	3	ASV507.1	1132	ASV507.0	1126	1000	true	true
k141_14291	1430	1	ASV300.8	1430		0	1000	false	true
k141_14292	3568	1	ASV487.10	3568		0	1000	false	true
k141_14296	1034	2	ASV486.6	1034	ASV476.8	1034	1000	true	true
k141_14297	1148	1	ASV507.11	1148		0	1000	false	true
k141_1430	1075	1	ASV487.10	1075		0	1000	false	true
k141_14301	1244	1	ASV102.10	1244		0	1000	false	true
k141_14302	1097	2	ASV153.8	1097	ASV102.10	1097	1000	true	true
k141_14303	2069	1	ASV387.0	2069		0	1000	false	true
k141_14307	16169	5	ASV507.3	16010	ASV507.1	15995	1616	true	true
k141_14309	1204	1	ASV102.10	1204		0	1000	false	true
k141_1431	1390	2	ASV507.9	1365	ASV507.11	1360	1000	true	true
k141_14310	2233	2	ASV153.8	1815	ASV102.10	1815	1000	true	true
k141_14311	2308	1	ASV436.0	2308		0	1000	false	true
k141_14313	1196	2	ASV476.8	1196	ASV486.6	1172	1000	true	true
k141_14314	1117	1	ASV266.11	1117		0	1000	false	true
k141_14316	1156	2	ASV507.11	1075	ASV507.9	1052	1000	true	true
k141_14321	1686	1	hvASV2.6	1686		0	1000	false	true
k141_14323	2839	1	ASV487.10	2839		0	1000	false	true
k141_14325	1083	3	ASV99.3	1083	ASV153.8	1083	1000	true	true
k141_14326	3853	1	ASV102.10	3853		0	1000	false	true
k141_14329	1683	4	ASV507.3	1115	ASV507.1	1115	1000	true	true
k141_1433	1646	1	ASV102.10	1646		0	1000	false	true
k141_14332	1437	2	ASV476.8	1437	ASV486.6	1432	1000	true	true
k141_14337	2993	2	ASV153.8	2993	ASV102.10	2993	1000	true	true
k141_14340	1213	2	ASV486.6	1213	ASV476.8	1213	1000	true	true
k141_14341	4791	1	ASV387.0	4791		0	1000	false	true
k141_14345	1214	1	ASV507.11	1214		0	1000	false	true
k141_14348	2323	1	ASV102.10	2323		0	1000	false	true
k141_1435	1350	1	ASV300.8	1350		0	1000	false	true
k141_14350	1045	2	ASV476.8	1045	ASV486.6	1034	1000	true	true
k141_14352	1533	3	ASV507.0	1533	ASV507.3	1379	1000	true	true
k141_14353	2495	1	ASV300.8	2495		0	1000	false	true
k141_14355	2224	3	ASV507.3	2224	ASV507.1	2224	1000	true	true
k141_14357	1156	1	ASV300.8	1156		0	1000	false	true
k141_14358	1991	2	ASV507.9	1991	ASV507.11	1991	1000	true	true
k141_14360	1534	1	ASV507.11	1534		0	1000	false	true
k141_14361	3981	2	ASV102.10	3981	ASV153.8	3968	1000	true	true
k141_14363	1418	1	ASV300.8	1418		0	1000	false	true
k141_14364	1310	3	ASV507.0	1310	ASV507.3	1297	1000	true	true
k141_14365	1468	2	ASV486.6	1468	ASV476.8	1468	1000	true	true
k141_14368	1302	1	ASV487.10	1302		0	1000	false	true
k141_14369	1325	2	ASV507.11	1325	ASV507.9	1305	1000	true	true
k141_1437	4105	2	ASV153.8	4105	ASV102.10	4105	1000	true	true
k141_14371	4802	1	ASV387.0	4229		0	1000	false	true
k141_14372	2072	1	ASV300.8	2072		0	1000	false	true
k141_14375	1012	1	ASV436.0	1012		0	1000	false	true
k141_14376	1243	1	ASV102.10	1243		0	1000	false	true
k141_14379	1135	2	ASV153.8	1135	ASV102.10	1135	1000	true	true
k141_1438	2954	2	ASV507.11	2259	ASV507.9	2179	1000	true	true
k141_14382	2432	2	ASV507.3	2432	ASV507.1	2432	1000	true	true
k141_14385	1939	1	ASV487.10	1939		0	1000	false	true
k141_14391	1047	1	vASV29.0	956		0	1000	false	true
k141_14392	1038	1	ASV507.11	1038		0	1000	false	true
k141_14395	1983	1	ASV102.10	1983		0	1000	false	true
k141_14396	8128	1	ASV387.0	8128		0	1000	false	true
k141_144	2349	1	ASV300.8	2349		0	1000	false	true
k141_14400	1796	1	ASV102.10	1796		0	1000	false	true
k141_14402	1721	2	ASV153.8	1721	ASV102.10	1721	1000	true	true
k141_14407	1101	2	ASV486.6	1101	ASV476.8	1076	1000	true	true
k141_14409	1002	1	ASV507.1	1002		0	1000	false	true
k141_1441	1117	1	ASV426.8	1117		0	1000	false	true
k141_14410	1427	2	ASV153.8	1427	ASV102.10	1427	1000	true	true
k141_14412	1706	1	ASV102.10	1688		0	1000	false	true
k141_14415	4053	0		0		0	1000	false	false
k141_14417	1446	1	ASV300.8	1446		0	1000	false	true
k141_14422	1752	2	ASV153.8	1752	ASV102.10	1752	1000	true	true
k141_14424	1074	1	ASV426.8	1074		0	1000	false	true
k141_14428	1223	1	ASV300.8	1223		0	1000	false	true
k141_14431	1228	2	ASV153.8	1228	ASV102.10	1228	1000	true	true
k141_14435	1239	1	ASV300.8	1239		0	1000	false	true
k141_14437	2587	2	ASV153.8	2587	ASV102.10	2587	1000	true	true
k141_14442	2639	2	ASV153.8	2639	ASV102.10	2589	1000	true	true
k141_14443	1324	1	ASV300.8	1324		0	1000	false	true
k141_14447	1965	1	ASV487.10	1965		0	1000	false	true
k141_14450	1040	1	ASV507.0	1040		0	1000	false	true
k141_14453	2287	2	ASV507.9	2287	ASV507.11	2284	1000	true	true
k141_14454	1346	1	ASV487.10	1346		0	1000	false	true
k141_14455	1674	2	ASV507.9	1674	ASV507.0	1549	1000	true	true
k141_14463	3340	1	ASV487.10	3186		0	1000	false	true
k141_14464	1063	1	ASV387.0	1063		0	1000	false	true
k141_14466	1134	2	ASV507.9	1134	ASV507.11	1134	1000	true	true
k141_14469	2560	2	ASV153.8	2560	ASV102.10	2560	1000	true	true
k141_14477	6609	1	ASV387.0	6609		0	1000	false	true
k141_14479	1506	1	ASV579.0	1506		0	1000	false	true
k141_1448	1734	2	ASV486.6	1734	ASV476.8	1734	1000	true	true
k141_14487	50246	1	ASV149.0	50246		0	5024	false	true
k141_14492	1196	1	ASV579.0	1196		0	1000	false	true
k141_14493	1656	2	ASV507.11	1630	ASV507.9	1621	1000	true	true
k141_14497	1236	1	ASV579.0	1236		0	1000	false	true
k141_1450	5638	1	ASV387.0	5638		0	1000	false	true
k141_14503	6425	1	ASV487.10	6425		0	1000	false	true
k141_14506	2272	1	ASV300.8	2272		0	1000	false	true
k141_14507	1356	1	ASV300.8	1356		0	1000	false	true
k141_14510	1150	1	ASV300.8	1150		0	1000	false	true
k141_14512	1898	1	ASV102.10	1898		0	1000	false	true
k141_14516	1507	2	ASV486.6	1507	ASV476.8	1507	1000	true	true
k141_14517	1055	1	ASV487.10	1055		0	1000	false	true
k141_14519	1576	1	ASV579.0	1576		0	1000	false	true
k141_14521	2074	2	ASV507.11	1712	ASV507.9	1682	1000	true	true
k141_14522	1798	1	ASV102.10	1798		0	1000	false	true
k141_14524	1327	2	ASV507.9	1327	ASV507.11	1327	1000	true	true
k141_14526	2461	1	ASV487.10	2421		0	1000	false	true
k141_14527	1106	1	ASV579.0	1106		0	1000	false	true
k141_1453	1048	1	ASV579.0	1048		0	1000	false	true
k141_14530	1021	2	ASV507.9	1021	ASV507.11	952	1000	false	true
k141_14531	3423	1	ASV487.10	3423		0	1000	false	true
k141_14534	2158	1	ASV507.11	2158		0	1000	false	true
k141_14535	3806	1	ASV487.10	3806		0	1000	false	true
k141_1454	1366	1	ASV487.10	1366		0	1000	false	true
k141_14541	1108	2	ASV507.9	1108	ASV507.11	1108	1000	true	true
k141_14542	1830	2	ASV486.6	1830	ASV476.8	1830	1000	true	true
k141_14544	1829	1	ASV102.10	1829		0	1000	false	true
k141_1455	2616	1	ASV387.0	2616		0	1000	false	true
k141_14550	1216	2	ASV486.6	1216	ASV476.8	1216	1000	true	true
k141_14562	1896	1	ASV579.0	1896		0	1000	false	true
k141_14563	1154	2	ASV507.11	1127	ASV507.9	949	1000	false	true
k141_14565	1914	1	ASV579.0	1914		0	1000	false	true
k141_14582	3873	2	ASV102.10	3873	ASV153.8	3480	1000	true	true
k141_14583	1941	1	ASV300.8	1941		0	1000	false	true
k141_14584	4133	2	ASV507.11	4133	ASV507.9	4108	1000	true	true
k141_14586	3433	1	ASV487.10	3433		0	1000	false	true
k141_14591	1594	1	ASV507.11	1548		0	1000	false	true
k141_14593	1663	1	ASV300.8	1663		0	1000	false	true
k141_14596	1812	1	ASV579.0	1812		0	1000	false	true
k141_14597	1449	1	ASV579.0	1449		0	1000	false	true
k141_14600	2651	1	ASV487.10	2651		0	1000	false	true
k141_14601	1925	2	ASV102.10	1925	ASV153.8	1916	1000	true	true
k141_14603	3548	1	ASV487.10	3548		0	1000	false	true
k141_14604	2555	1	ASV579.0	2555		0	1000	false	true
k141_14605	1345	3	ASV507.1	1307	ASV507.3	1298	1000	true	true
k141_14608	1713	1	ASV387.0	1713		0	1000	false	true
k141_14609	1481	1	ASV266.11	1481		0	1000	false	true
k141_14612	1705	1	ASV102.10	1705		0	1000	false	true
k141_14613	1848	1	ASV476.8	1848		0	1000	false	true
k141_14619	6113	1	ASV149.0	6113		0	1000	false	true
k141_14629	2448	1	ASV507.9	2448		0	1000	false	true
k141_1463	1267	1	ASV266.11	1267		0	1000	false	true
k141_14630	1113	2	ASV507.3	1113	ASV507.1	1113	1000	true	true
k141_14631	1069	1	ASV507.1	1069		0	1000	false	true
k141_14633	1346	1	ASV487.10	1346		0	1000	false	true
k141_14636	4461	2	ASV153.8	4461	ASV102.10	4461	1000	true	true
k141_14639	2464	1	ASV507.9	2132		0	1000	false	true
k141_14644	1535	1	ASV300.8	1535		0	1000	false	true
k141_14648	1766	1	ASV507.11	1766		0	1000	false	true
k141_14650	1255	1	ASV300.8	1255		0	1000	false	true
k141_14655	1703	2	ASV507.9	1703	ASV507.11	1703	1000	true	true
k141_14658	2763	2	ASV507.11	2608	ASV507.9	1254	1000	true	true
k141_14660	1100	2	ASV507.9	1100	ASV507.11	1097	1000	true	true
k141_14661	2272	2	ASV476.8	2272	ASV486.6	2270	1000	true	true
k141_14664	1302	3	ASV507.1	1272	ASV507.0	1185	1000	true	true
k141_14668	1245	2	ASV507.3	1245	ASV507.1	1245	1000	true	true
k141_14671	1108	3	ASV507.3	1072	ASV507.1	1072	1000	true	true
k141_14673	3662	2	ASV153.8	3662	ASV102.10	3662	1000	true	true
k141_14677	2285	5	ASV507.1	2285	ASV387.0	2285	1000	true	true
k141_14679	2238	1	ASV102.10	2238		0	1000	false	true
k141_14682	1433	1	ASV102.10	1433		0	1000	false	true
k141_14686	1811	2	ASV476.8	1811	ASV486.6	1800	1000	true	true
k141_14689	1900	2	ASV476.8	1900	ASV486.6	1882	1000	true	true
k141_14690	1018	2	ASV507.3	1018	ASV507.1	997	1000	false	true
k141_147	1875	1	ASV102.10	1875		0	1000	false	true
k141_14703	2873	1	ASV387.0	2873		0	1000	false	true
k141_14712	1185	1	ASV579.0	1185		0	1000	false	true
k141_14714	1543	1	ASV426.8	1543		0	1000	false	true
k141_1472	5029	1	ASV487.10	5029		0	1000	false	true
k141_14720	2149	2	ASV507.3	2149	ASV507.1	2149	1000	true	true
k141_14734	1535	1	ASV399.6	1535		0	1000	false	true
k141_14736	1227	2	ASV102.10	1227	ASV153.8	1221	1000	true	true
k141_14741	1240	1	ASV579.0	1240		0	1000	false	true
k141_14742	1067	2	ASV507.9	1067	ASV507.11	1053	1000	true	true
k141_14745	1804	1	ASV487.10	1804		0	1000	false	true
k141_14746	1190	1	ASV102.10	1190		0	1000	false	true
k141_14748	2083	2	ASV507.1	1875	ASV507.3	1295	1000	true	true
k141_14752	2017	2	ASV507.1	2016	ASV507.11	1976	1000	true	true
k141_14753	1338	1	ASV507.1	1323		0	1000	false	true
k141_14761	1880	1	ASV300.8	1880		0	1000	false	true
k141_14771	10549	2	ASV150.14	10549	ASV102.10	10549	1054	true	true
k141_14772	2886	2	ASV102.10	2877	ASV153.8	2510	1000	true	true
k141_14773	1325	1	ASV387.0	1325		0	1000	false	true
k141_14777	1917	1	ASV507.11	1903		0	1000	false	true
k141_14785	1307	1	ASV426.8	1307		0	1000	false	true
k141_14789	1825	3	ASV507.1	1825	ASV507.0	1825	1000	true	true
k141_14791	1624	2	ASV102.10	1616	ASV153.8	1615	1000	true	true
k141_14792	1207	2	ASV153.8	1190	ASV102.10	1190	1000	true	true
k141_14794	2360	2	ASV507.1	2360	ASV507.0	2360	1000	true	true
k141_14795	1685	2	ASV507.11	1668	ASV507.9	1645	1000	true	true
k141_14797	2558	1	ASV487.10	2558		0	1000	false	true
k141_148	1650	2	ASV486.6	1650	ASV476.8	1650	1000	true	true
k141_14805	1055	1	ASV150.14	1055		0	1000	false	true
k141_14808	1869	1	ASV102.10	1869		0	1000	false	true
k141_14809	1613	1	ASV579.0	1613		0	1000	false	true
k141_1481	1115	1	ASV507.1	1115		0	1000	false	true
k141_14817	1487	3	ASV507.1	1487	ASV507.0	1487	1000	true	true
k141_14818	2290	1	ASV102.10	2290		0	1000	false	true
k141_14819	1134	1	ASV300.8	1134		0	1000	false	true
k141_14825	1567	1	ASV102.10	1567		0	1000	false	true
k141_14826	1590	1	ASV300.8	1590		0	1000	false	true
k141_14827	1266	2	ASV507.3	1266	ASV507.1	1266	1000	true	true
k141_14829	1043	1	ASV300.8	1043		0	1000	false	true
k141_14831	2212	2	ASV153.8	2212	ASV102.10	2212	1000	true	true
k141_14832	1407	2	ASV102.10	1407	ASV153.8	1404	1000	true	true
k141_14834	1827	3	ASV507.1	1306	ASV507.0	1306	1000	true	true
k141_14836	1365	1	ASV476.8	1365		0	1000	false	true
k141_14838	1281	2	ASV507.11	1281	ASV507.9	1280	1000	true	true
k141_1484	1057	3	ASV507.3	1057	ASV507.1	1057	1000	true	true
k141_14846	2886	1	ASV487.10	2886		0	1000	false	true
k141_14849	1868	1	ASV102.10	1868		0	1000	false	true
k141_14851	2179	2	ASV486.6	2179	ASV476.8	2179	1000	true	true
k141_14856	1289	2	ASV431.3	1289	ASV426.8	1289	1000	true	true
k141_14858	1183	3	ASV551.0	1183	ASV426.8	1173	1000	true	true
k141_14859	1200	1	ASV300.8	1200		0	1000	false	true
k141_14862	5346	1	ASV102.10	5346		0	1000	false	true
k141_14863	4913	1	ASV387.0	4913		0	1000	false	true
k141_14866	2791	2	ASV102.10	2791	ASV153.8	2768	1000	true	true
k141_14867	2046	1	ASV487.10	2046		0	1000	false	true
k141_1487	2026	2	ASV102.10	2026	ASV153.8	2017	1000	true	true
k141_14874	1454	1	ASV102.10	1454		0	1000	false	true
k141_14876	1364	1	ASV487.10	1364		0	1000	false	true
k141_14877	2224	2	ASV487.10	2224	ASV456.0	2224	1000	true	true
k141_14879	1093	1	ASV300.8	1093		0	1000	false	true
k141_14882	2011	2	ASV507.9	2011	ASV507.11	1989	1000	true	true
k141_14883	1601	1	ASV487.10	1601		0	1000	false	true
k141_14887	1427	2	ASV507.9	1085	ASV507.0	527	1000	false	true
k141_14889	3213	2	ASV150.14	3213	ASV102.10	3213	1000	true	true
k141_1489	1203	1	ASV150.14	1203		0	1000	false	true
k141_14892	1032	2	ASV476.8	1032	ASV486.6	1018	1000	true	true
k141_14896	1464	1	ASV102.10	1464		0	1000	false	true
k141_14897	1120	1	ASV579.0	1120		0	1000	false	true
k141_14898	2132	1	ASV300.8	2132		0	1000	false	true
k141_14899	3382	1	ASV387.0	3382		0	1000	false	true
k141_14901	1510	2	ASV507.3	1510	ASV507.1	1510	1000	true	true
k141_14902	1075	1	ASV507.1	1075		0	1000	false	true
k141_14904	2083	1	ASV300.8	2083		0	1000	false	true
k141_14905	2255	1	ASV487.10	2255		0	1000	false	true
k141_14909	3970	1	ASV300.8	3970		0	1000	false	true
k141_1491	1335	3	ASV153.8	1335	ASV102.10	1335	1000	true	true
k141_14915	1799	1	ASV300.8	1799		0	1000	false	true
k141_14917	3832	1	ASV487.10	3832		0	1000	false	true
k141_1492	1976	2	ASV486.6	1976	ASV476.8	1976	1000	true	true
k141_14925	1302	1	ASV476.8	1302		0	1000	false	true
k141_14926	1182	2	ASV507.9	1182	ASV507.11	1182	1000	true	true
k141_14928	1434	2	ASV153.8	1434	ASV102.10	1434	1000	true	true
k141_14934	1120	1	ASV399.6	1120		0	1000	false	true
k141_14945	1073	1	ASV476.8	1073		0	1000	false	true
k141_14946	1019	2	ASV153.8	1019	ASV102.10	1019	1000	true	true
k141_14947	1637	1	ASV300.8	1637		0	1000	false	true
k141_14948	2512	1	ASV487.10	2512		0	1000	false	true
k141_14949	1895	1	ASV406.4	1895		0	1000	false	true
k141_1495	3482	1	ASV102.10	3482		0	1000	false	true
k141_14954	1339	2	ASV426.8	1339	ASV551.0	1318	1000	true	true
k141_14956	5727	1	ASV487.10	5727		0	1000	false	true
k141_14957	1215	1	ASV102.10	1215		0	1000	false	true
k141_14961	1171	2	ASV507.9	1104	ASV507.1	1054	1000	true	true
k141_14966	1152	1	ASV300.8	1152		0	1000	false	true
k141_1497	1142	2	ASV486.6	1057	ASV476.8	1057	1000	true	true
k141_14973	1009	1	ASV387.0	1009		0	1000	false	true
k141_14974	1347	1	ASV300.8	1347		0	1000	false	true
k141_14978	1165	1	ASV399.6	1064		0	1000	false	true
k141_14980	1388	1	ASV102.10	1388		0	1000	false	true
k141_14981	2540	1	ASV387.0	2540		0	1000	false	true
k141_14982	1082	2	ASV153.8	1082	ASV102.10	1082	1000	true	true
k141_14986	2198	1	ASV487.10	2198		0	1000	false	true
k141_14989	2607	1	ASV387.0	2607		0	1000	false	true
k141_14992	2715	1	ASV579.0	2715		0	1000	false	true
k141_15007	2193	1	ASV102.10	2193		0	1000	false	true
k141_15008	1954	1	ASV487.10	1954		0	1000	false	true
k141_15009	1673	1	ASV487.10	1673		0	1000	false	true
k141_1501	1173	2	ASV486.6	1173	ASV476.8	1173	1000	true	true
k141_15011	1818	1	ASV487.10	1818		0	1000	false	true
k141_15017	1061	1	ASV300.2	1061		0	1000	false	true
k141_1502	1173	2	ASV476.8	1173	ASV486.6	1164	1000	true	true
k141_15020	7135	1	ASV487.10	7135		0	1000	false	true
k141_15022	1518	1	ASV300.8	1518		0	1000	false	true
k141_15023	1196	2	ASV153.8	1196	ASV102.10	1196	1000	true	true
k141_15025	1085	2	ASV486.6	1085	ASV476.8	1085	1000	true	true
k141_15035	2745	1	ASV487.10	2745		0	1000	false	true
k141_15047	1356	1	ASV426.8	1356		0	1000	false	true
k141_15048	1444	1	ASV487.10	1444		0	1000	false	true
k141_1505	1571	2	ASV153.8	1571	ASV102.10	1571	1000	true	true
k141_15053	2009	1	ASV579.0	2009		0	1000	false	true
k141_15055	1374	2	ASV507.9	1374	ASV507.11	1358	1000	true	true
k141_15058	1021	1	ASV507.0	1021		0	1000	false	true
k141_15059	12249	1	ASV487.10	12249		0	1224	false	true
k141_15061	1348	1	ASV487.10	1112		0	1000	false	true
k141_15062	1081	1	ASV300.8	1081		0	1000	false	true
k141_15067	1156	1	ASV579.0	1156		0	1000	false	true
k141_15068	1170	1	ASV102.10	1170		0	1000	false	true
k141_15075	2686	1	ASV387.0	2686		0	1000	false	true
k141_15080	1119	1	ASV300.8	1119		0	1000	false	true
k141_15084	1917	1	ASV507.9	1917		0	1000	false	true
k141_15085	1071	1	ASV300.8	1071		0	1000	false	true
k141_15086	1034	2	ASV486.6	1034	ASV476.8	1034	1000	true	true
k141_15088	1062	1	ASV406.4	1062		0	1000	false	true
k141_15093	2381	2	ASV153.8	2275	ASV102.10	2275	1000	true	true
k141_15098	1033	1	ASV579.0	1033		0	1000	false	true
k141_1510	1035	1	ASV399.6	1035		0	1000	false	true
k141_15100	1885	2	ASV507.9	1885	ASV507.11	1885	1000	true	true
k141_15101	1260	2	ASV153.8	1260	ASV102.10	1260	1000	true	true
k141_15109	3258	1	ASV579.0	3258		0	1000	false	true
k141_1511	1152	1	ASV507.11	1152		0	1000	false	true
k141_15112	1442	1	ASV579.0	1442		0	1000	false	true
k141_15117	1156	2	ASV507.1	1156	ASV507.3	1131	1000	true	true
k141_15124	2487	2	ASV507.11	2487	ASV507.1	1273	1000	true	true
k141_15126	1058	1	ASV507.9	1058		0	1000	false	true
k141_15130	3021	2	ASV153.8	3021	ASV102.10	3021	1000	true	true
k141_15131	1493	3	ASV507.3	1493	ASV507.1	1493	1000	true	true
k141_15134	1122	1	ASV507.11	1122		0	1000	false	true
k141_15137	1122	2	ASV476.8	1122	ASV486.6	1111	1000	true	true
k141_15138	2054	3	ASV507.0	2043	ASV507.3	1752	1000	true	true
k141_15139	1184	2	ASV507.1	1184	ASV507.3	1097	1000	true	true
k141_1514	2458	1	ASV507.11	2458		0	1000	false	true
k141_15150	2745	2	ASV486.6	2745	ASV476.8	2745	1000	true	true
k141_15152	1015	1	ASV426.8	1015		0	1000	false	true
k141_15153	1601	2	ASV476.8	1601	ASV486.6	1595	1000	true	true
k141_15156	1232	2	ASV507.3	1089	ASV507.1	1089	1000	true	true
k141_15159	3149	1	ASV487.10	3149		0	1000	false	true
k141_1516	1680	1	ASV300.8	1680		0	1000	false	true
k141_15161	1657	2	ASV153.8	1657	ASV102.10	1657	1000	true	true
k141_15162	1892	2	ASV486.6	1892	ASV476.8	1892	1000	true	true
k141_15163	1202	2	ASV476.8	1202	ASV486.6	1123	1000	true	true
k141_15164	1233	1	ASV300.8	1233		0	1000	false	true
k141_15166	3827	1	ASV487.10	3827		0	1000	false	true
k141_15167	1413	1	ASV300.8	1413		0	1000	false	true
k141_15168	2908	2	ASV102.10	2908	ASV153.8	2898	1000	true	true
k141_1517	1036	1	ASV266.11	1036		0	1000	false	true
k141_15170	4507	2	ASV102.10	4507	ASV153.8	4490	1000	true	true
k141_15172	3188	1	ASV387.0	3188		0	1000	false	true
k141_15178	2860	2	ASV476.8	2860	ASV486.6	2846	1000	true	true
k141_15179	1168	2	ASV507.9	1168	ASV507.11	1168	1000	true	true
k141_15181	1393	1	ASV300.8	1393		0	1000	false	true
k141_15186	1867	2	ASV486.6	1867	ASV476.8	1865	1000	true	true
k141_15189	2721	1	ASV487.10	2589		0	1000	false	true
k141_15191	1904	1	ASV487.10	1904		0	1000	false	true
k141_15193	1451	2	ASV153.8	1451	ASV102.10	1451	1000	true	true
k141_15194	1065	2	ASV507.11	1065	ASV507.9	962	1000	false	true
k141_15197	1450	1	ASV102.10	1450		0	1000	false	true
k141_15198	4228	1	ASV387.0	4228		0	1000	false	true
k141_15199	1081	1	ASV300.8	1081		0	1000	false	true
k141_15204	1228	1	ASV266.11	1228		0	1000	false	true
k141_15209	1211	1	ASV300.8	1211		0	1000	false	true
k141_1521	1479	2	ASV486.6	1479	ASV476.8	1479	1000	true	true
k141_15211	1049	2	ASV153.8	1049	ASV102.10	1049	1000	true	true
k141_15214	1415	1	ASV507.3	1415		0	1000	false	true
k141_15218	1907	1	ASV579.0	1907		0	1000	false	true
k141_15220	1006	1	ASV399.6	1006		0	1000	false	true
k141_15221	1462	1	ASV102.10	1462		0	1000	false	true
k141_15225	1519	3	ASV507.3	1519	ASV507.1	1519	1000	true	true
k141_15228	5632	1	ASV487.10	5632		0	1000	false	true
k141_15233	1247	2	vASV71.0	1247	vASV28.0	1234	1000	true	true
k141_15235	1102	2	ASV153.8	1102	ASV102.10	1102	1000	true	true
k141_1524	1632	2	ASV153.8	1632	ASV102.10	1618	1000	true	true
k141_15243	2365	1	ASV507.9	1228		0	1000	false	true
k141_15245	2922	1	ASV487.10	2922		0	1000	false	true
k141_15246	2547	1	ASV476.8	2547		0	1000	false	true
k141_15251	6739	1	ASV487.10	6739		0	1000	false	true
k141_15252	1914	2	ASV153.8	1914	ASV102.10	1914	1000	true	true
k141_15255	1059	2	ASV486.6	1059	ASV476.8	1059	1000	true	true
k141_15259	1395	2	ASV102.10	1395	ASV153.8	1386	1000	true	true
k141_1526	4050	1	ASV487.10	4050		0	1000	false	true
k141_15265	1395	2	ASV153.8	1395	ASV102.10	1395	1000	true	true
k141_1527	1135	1	ASV507.1	1135		0	1000	false	true
k141_15274	1527	1	ASV102.10	1527		0	1000	false	true
k141_15276	1080	2	ASV150.14	1080	ASV102.10	1080	1000	true	true
k141_15278	1040	2	ASV507.9	1040	ASV507.11	1040	1000	true	true
k141_15279	1138	1	ASV426.8	1138		0	1000	false	true
k141_15280	2094	1	ASV300.8	2094		0	1000	false	true
k141_15282	1395	1	ASV487.10	1395		0	1000	false	true
k141_15284	1285	3	ASV507.1	1277	ASV507.3	1265	1000	true	true
k141_15291	6361	1	ASV487.10	6361		0	1000	false	true
k141_15292	2500	1	ASV487.10	2500		0	1000	false	true
k141_15293	1228	2	ASV486.6	1228	ASV476.8	1228	1000	true	true
k141_15304	2910	2	ASV153.8	2531	ASV102.10	2531	1000	true	true
k141_15305	1205	2	ASV150.14	1205	ASV102.10	1205	1000	true	true
k141_15309	3330	1	ASV487.10	3330		0	1000	false	true
k141_15316	10311	1	ASV387.0	10311		0	1031	false	true
k141_15317	1891	2	ASV153.8	1891	ASV102.10	1891	1000	true	true
k141_15319	1793	1	ASV300.8	1793		0	1000	false	true
k141_15323	1279	1	ASV476.8	1279		0	1000	false	true
k141_15326	2290	1	ASV487.10	2290		0	1000	false	true
